name,dp_cost,dp_rating,dp_taste_rating,dp_env_rating,dp_service_rating,dp_comment_num,dp_recommendation_dish,dp_comment_keywords,dp_top3_comments,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
糯雅芳粥(南京儿童医院店),20.0,3.7,3.7,3.8,3.8,121.0,"皮蛋瘦肉粥,鸡汤鲜肉小馄饨,番茄鸡蛋面疙瘩,网红拇指生煎,韭菜鸡蛋水晶包,红豆沙小丸子,鲜肉一口包,樱花烧麦,料足甜腊八粥","{""味道赞"": 23, ""服务热情"": 23, ""性价比高"": 13, ""干净整洁"": 13, ""菜品健康"": 9, ""上菜快"": 3, ""交通便利"": 3, ""早餐"": 16, ""现做现卖"": 4, ""店内消毒"": 1}","[(""2025-05-09"", ""葱油饼干巴，没有鲜香味儿，不好吃，吃了有点硌嘴""), (""2025-05-08"", ""在儿童医院旁边，位置很好找，早上去的时候店里没有什么人，吃了一会来了不少人，坐下很快就上菜了，西红柿疙瘩汤挺好喝的，烧卖也不错，两个人没吃完，招牌是皮蛋瘦肉粥，比较清淡，看着也不错，下次尝试，祝愿老板生意兴隆""), (""2025-05-02"", ""非常荣幸地中了平台的霸王餐体验 \n 店家服务很周到，诚意满满 \n 黑米红枣桂圆粥，用料不错，味道也挺好，适合早饭 \n 番茄鸡蛋面疙瘩，套餐中给我感觉最好的一道，很好吃！\n 樱花烧卖，味道不错，样子也好看 \n 龙虾小笼包，馅料与汤汁都很鲜美，不错的～～「番茄疙瘩汤」\n 推荐：番茄疙瘩汤"")]",广州路24-2号糯雅方粥,"118.780767,32.050200",餐饮服务;中餐厅;中餐厅,,,4.4,,,
潘老板炸鸡(广州路店),12.0,4.1,4.1,4.0,4.1,1204.0,"炸鸡腿,美年达果汁气泡饮","{""味道赞"": 114, ""肉类好"": 111, ""肉嫩"": 77, ""性价比高"": 48, ""价格实惠"": 40, ""服务热情"": 31, ""菜品不错"": 26, ""炸鸡"": 206, ""下午茶"": 4, ""深夜食堂"": 3}","[(""2025-03-18"", ""老板人不错，服务态度还蛮好的。鸡腿 emmmm 怎么说呢，皮炸的特别厚，鸡腿也不是很嫩，一个鸡腿 10r，还是挺贵的，可能是现在好吃的东西太多了，这种老式炸鸡腿并不是很符合我的口味。感觉如果鸡腿小一点会更入味吧。""), (""2025-09-02"", ""炸鸡腿炸的还算比较入味，老板出餐效率很高。""), (""2025-05-31"", ""[薄荷] 环境：\n 在南大儿童医院门口附近，周围都是大学生，小孩和大学生喜欢吃的基本上口味都会不错😉\n\n [服务铃] 服务：\n 一手交钱一手交货，平平淡淡。\n...\n 推荐：炸鸡腿"")]",广州路22-401A(珠江路地铁站出入口步行310米),"118.780921,32.050203",餐饮服务;餐饮相关场所;餐饮相关,15951988989;15996456786,13.0,4.2,10:00-22:00,周一至周日 10:00-22:00,鸡腿
老南京大三元特色传统点心,31.0,3.9,3.9,3.9,4.0,754.0,"桂花桔红糕,密三万,萨其马,正宗绿豆沙糕,薄荷糕,橘红糕,蛋挞,大手工芝麻董酥糖,三拼桂花米糕,蝴蝶酥","{""口感赞"":111, ""味道赞"":97, ""点心好"":50, ""分量足"":6, ""发发呆"":4, ""不用排队"":3, ""饮品赞"":3, ""复古"":13, ""现做现卖"":11, ""约会圣地"":2}","[(""2025-05-25"", ""更喜欢绿豆糕，就是有点糊嘴，但不是很甜，喜欢推荐：正宗绿豆沙糕""), (""2025-05-21"", ""说是这里的老字号，那我就不多说了，可能大家更多的是吃个回忆。买了橘红桂花糕和蜜三刀拼装，还有一盒糯米糍一样的彩色粘食，啥玩意儿啊都是，太难吃了，蜜三刀那不就是糖油面吗，吃了一口腻的打哆嗦，彩色的糯米糍硬硬的，一点弹性没有，吃了两口拿到咖啡店扔了，属实没必要带回家了。哪个也不推荐""), (""2025-05-18"", ""店里比较小，都是老式糕点，性价比很高"")]",广州路22号(珠江路地铁站出入口步行300米),"118.781018,32.050189",餐饮服务;糕饼店;糕饼店,13951739288,31.0,4.5,08:00-20:00,周一至周日 08:00-20:00,"乌饭,蛋挞,蜜三刀,蝴蝶酥,马蹄糕,条头糕,点心,绿豆糕,青团,桂花糕,水塔糕"
绝味鸭脖(广州路店),21.0,3.8,3.9,3.8,3.7,373.0,"招牌鸭脖,蜜汁鸭翅中,黑鸭鸭锁骨,海带,招牌鸡翅尖,鸭舌头,经典小素拼,招牌虾球,招牌蟹脚","{""味道赞"": 28, ""性价比高"": 18, ""肉类好"": 17, ""价格实惠"": 17, ""服务热情"": 17, ""装修精美"": 5, ""食材新鲜"": 4, ""分量足"": 3, ""重口味"": 12, ""空间小"": 7}","[(""2025-05-07"", ""团的套餐是 7 块的毛豆，少称，只给称了 6 块 5 的，当面指出之后店员还不承认，非说给我称了 7 块的。最后套了两个袋子复称也只有 6 块 5。还说就一两个毛豆的事😒😒😒无语。后面盯着店员再称鸭脖，倒是没做手脚了""), (""2025-03-23"", "" 绝味鸭脖。好吃不腻 \n# 推荐产品：\n- 微辣鸭脖：经典口味，微辣，好吃。\n- 甜辣鸭翅：肉质紧实，微辣入味。\n- 五香鸭掌：五香味浓郁。\n- 甜辣鸭锁骨：最喜欢绝味的鸭锁骨，好吃不腻，甜辣的一开始觉得不辣，后面越吃越辣，好吃的很推荐推荐推荐推荐。""), (""2025-02-17"","" 绝味居然出了甜口的，鸭脖和鸭翅，这情人节限定的新品，赶紧尝试了一下。朋友挺喜欢吃的，我觉得还是辣的更好吃，肉相比甜辣的更多汁一些，更嫩一些，上面裹满了蜜汁。还有不少芝麻，挺新鲜的，店里面东西也挺多的。"")]",广州路22-3号(珠江路地铁站出入口步行300米),"118.781133,32.050193",餐饮服务;餐饮相关场所;餐饮相关,025-83207437;15895982245;4009995917,30.0,4.4,08:00-22:00,周一至周日 08:00-22:00,超值
小粉桥猪蹄(小粉桥店),27.0,4.2,4.2,3.9,4.1,1709.0,"炖猪蹄,卤猪蹄,小粉桥猪尾巴,猪耳朵片,蹄髈,猪手,猪口条,猪蹄膀,猪头肉,卤肉","{""味道赞"": 265, ""肉类好"": 184, ""口感赞"": 109, ""价格实惠"": 37, ""不用排队"": 12, ""点心好"": 4, ""弄堂小店"": 146, ""深夜食堂"": 6, ""分量适中"": 4, ""店内消毒"": 1}","[(""2025-05-24"", ""熟悉的味道回来了，想念了 9 年的猪蹄🥰🥰🥰""), (""2025-05-18"", ""刷到文章去吃，味道还可以，热乎的""), (""2025-05-12"", ""以前就是小粉桥路口的流动摊，今天发现有门面。"")]",珠江路地铁1号出口巷里小粉桥3号,"118.783215,32.051189",餐饮服务;餐饮相关场所;餐饮相关,18761688309,20.0,4.4,06:00-20:00,周一至周日 06:00-20:00,"猪蹄,猪耳朵,猪尾巴,蹄髈,猪蹄猪尾巴猪舌头,卤肉,口条,小粉桥猪蹄"
成都娃娃花园餐厅(南秀村店),98.0,4.5,4.5,4.6,4.4,7826.0,"老板的牛肉,藤椒水煮鱼,手工冰粉,辣子鸡,激情鱼蛙恋,虾仁豆腐,红糖糍粑,成都脑花,火爆双脆,椒麻馋嘴蛙","{""上菜快"": 134, ""不用排队"": 63, ""弄堂小店"": 577, ""约会圣地"": 326, ""朋友聚餐"": 168, ""别墅"": 121, ""老洋房"": 27, ""下午茶"": 14, ""可带宠物"": 3, ""店内消毒"": 1}","[(""2025-05-27"", ""口感不错，第一次来，满意的，下次一定再来口碑好评如潮。""), (""2025-05-26"", ""服务态度非常好。强推芋儿鸡和牛肉，单点套餐都很好吃！！！！""), (""2025-05-26"", ""环境好，分量足口味好，相当好吃"")]",上海路南秀村20号爱尔兰吧对面,"118.774781,32.055693",餐饮服务;中餐厅;中餐厅,025-83208066,152.0,4.8,11:00-13:30 17:00-20:30,"周一至周日 11:00-13:30,17:00-20:30","柠檬藕片,红糖糍粑,老板的牛肉,辣子鸡,腌笋炒腊肉,白芹炒香干,担担面,藤椒水煮鱼,激情牛蛙,藿香鱼,水煮鸭舌,冒脑花,百年银杏翘嘴鱼,回锅肉,飘香黄喉,牛蛙,牛肉,冰粉,小酥肉,藤椒鱼,蒜泥白肉"
广和生大排档(金轮峰华天地店),106.0,4.6,4.6,4.5,4.6,805.0,"招牌广东空运吊水鱼生,藏香菌焖扇鸡,榕边干蒸排骨,港式冻柠茶,鲜虾砂锅,生腌虾,海鲜米粉,捞汁鲜鱿,羊肉炉,椒盐玉米","{""海鲜棒"": 38, ""上菜快"": 9, ""停车方便"": 3, ""不用排队"": 3, ""深夜食堂"": 11, ""约会圣地"": 10, ""朋友聚餐"": 6, ""现做现卖"": 4, ""弄堂小店"": 3, ""请客"": 3}","[(""2025-05-27"", ""羊肉软烂好吃，玉米是甜玉米，甜甜的，所有的菜都很满意🥰🥰🥰""), (""2025-05-27"", ""粥的口味很好吃，整体口味中规中矩，以吃饱吃好为主 \n [薄荷] 环境：炎热夏季空调很好""), (""2025-05-25"", ""口味受当地人喜欢。餐厅的交通超级方便。这家店口味超赞。藏香菌焖扇鸡分量充足。"")]",中山路223-4号金轮峰华,"118.783712,32.051590",餐饮服务;餐饮相关场所;餐饮相关,15380987276,,4.8,11:00-02:00,周一至周日 11:00-02:00,"鸡肉,鸡汤,大排档"
南京精菜馆,160.0,4.8,4.8,4.8,4.8,3072.0,"招牌盐水鸭,招牌煎烧牛尾,黑椒石锅牛尾,柠檬金沙虾球,老牌阳春面,清汤回卤大鹅翼,淮扬软兜,肉汁萝卜,招牌千金鼎,红烧河鱼","{""停车方便"": 19, ""不用排队"": 15, ""请客"": 136, ""约会圣地"": 85, ""朋友聚餐"": 25, ""家庭聚餐"": 13, ""闺蜜聚会"": 6, ""纯原创"": 4, ""店内消毒"": 1, ""上菜慢"": 29}","[(""2025-05-26"", ""避雷，吃饭时服务员说可以用券可以核销团购，吃好了结账翻脸不认，说是不可以用，这么垃圾的店家难得一见。""), (""2025-05-25"", ""不错 有颜值有实力 好看好吃 氛围不错 下次还来""), (""2025-05-25"", ""不是托 实在是好吃 好像和狮王府是同个老板 好吃好吃 \n 推荐：招牌煎烧牛尾"")]",北京西路7号晶丽酒店2层,"118.779419,32.058770",餐饮服务;中餐厅;中餐厅,025-83301777;13815879169,180.0,4.6,10:00-22:00,周一至周日 10:00-22:00,"大红烧狮子头,黑椒牛排,石锅海鲜粉丝,烤羊腿,千斤鼎,大鹅翅,香煎牛仔骨,肉汁萝卜,XO酱海皇豆腐,石锅黑椒牛尾,淮扬软兜,干切猪肘,芝士焗豆腐,煎招牌煎烧牛尾,芝士风沙金瓜,狮子头"
双黄蛋煎饼,15.0,4.1,4.1,4.1,4.1,488.0,"单人培根午餐肉煎饼,香酥鸡柳里脊煎饼,奥尔良鸡腿排煎饼,双黄蛋,照烧鸡胸肉煎饼,鲜美海苔,香酥鸡柳,甘梅地瓜条,肉松","{""味道赞"": 14, ""性价比高"": 7, ""服务热情"": 7, ""价格实惠"": 6, ""干净整洁"": 5, ""菜品健康"": 4, ""食材新鲜"": 4, ""主食赞"": 3, ""早餐"": 3}","[(""2025-03-19"", ""超级好吃！！店员阿姨特别热情，饼都是现摊的，热乎乎🥰打的鸡蛋都是双黄蛋，好看还香香滴，而且店里面干干净净的，价格也不贵，绝对超值 (σﾟ∀ﾟ)σ""), (""2025-03-12"", ""海苔肉松煎饼甜度刚好，还有豆浆真的很好喝，更喜欢喝豆浆哈哈，因为每个人的口味都不一样呀 \n [服务铃] 服务：我觉得超好「海苔肉松煎饼」\n 推荐：海苔肉松煎饼""), (""2025-03-12"", ""最喜欢香酥鸡柳里脊煎饼！就在家门口非常方便！每个都是双黄蛋情绪价值拉满！highly recommend this Chinese pancake place. Making this is like creating a piece of artwork"")]",南京大学鼓楼校区鼓楼校区南园广州路门旁,"118.781453,32.050231",餐饮服务;餐饮相关场所;餐饮相关,13701461251,,4.2,06:30-20:30,周一至周日 06:30-20:30,
晶丽酒店香榭自助餐吧,118.0,4.4,4.4,4.5,4.6,7233.0,"鸭血粉丝汤,晶丽糖排,糖醋排骨,扇贝,基围虾,鸡汁小馄饨,鸡汤馄饨,盐水鸭,点心,酒酿元宵","{""停车方便"": 33, ""上菜快"": 26, ""不用排队"": 14, ""约会圣地"": 119, ""朋友聚餐"": 39, ""现做现卖"": 36, ""家庭聚餐"": 30, ""闺蜜聚会"": 23, ""下午茶"": 5, ""店内消毒"": 2}","[(""2025-05-27"", ""餐厅位置很方便。口碑很好，值得一试。餐厅的甜品种类超多。停车场有收费，但费用适中。鸭血粉丝汤超级鲜美。\n [服务铃] 服务：服务非常周到，帮忙收盘很及时，有没好的菜品等做好之后也会主动送过来，非常热心，感觉吃的很开心""), (""2025-05-27"", ""餐厅停车特别方便。适合庆祝纪念日，适合浪漫约会。工作日不排队就能吃上。餐厅交通便利。这里的环境干净整洁。\n [服务铃] 服务：热情周到细致服务们收盘子都很及时吃的很好👍下次一定再来""), (""2025-05-27"", ""我超爱的自助餐厅，菜肴丰富美味，服务到位！"")]",北京西路7号晶丽酒店1层,"118.779521,32.058785",餐饮服务;外国餐厅;外国餐厅,025-83310818;025-83513977,82.0,4.5,07:00-21:00,周一至周日 07:00-21:00,"糖醋排骨太甜,鸡汤馄饨,扇贝,基围虾,三文鱼,鸭血粉丝汤,培根,橙汁,小馄饨,盐水鸭,点心,蜜汁藕,麻辣烫,鱼汤,阳春面,自助餐,虾生,小黄鱼,糖醋排骨,肉包,油爆虾"
锦上·OCC,212.0,4.9,4.8,4.8,4.8,429.0,"金陵片皮鸭,宫保牡丹大虾球,松茸白玉狮子头,茉莉花茶冻奶酪,椒盐鸭架,鸡头米奶酪,私房红烧黑猪肉焖饭,秧草河蚌炖白子,蟹肉水晶肴肉,松鼠桂鱼","{""高大上"": 19, ""海鲜棒"": 7, ""停车方便"": 4, ""约会圣地"": 21, ""请客"": 15, ""朋友聚餐"": 7, ""下午茶"": 3, ""闺蜜聚会"": 3, ""店内消毒"": 2, ""上菜慢"": 4}","[(""2025-05-27"", ""口味：很好 \n [薄荷] 环境：很美 \n [服务铃] 服务：很强 \n 性价比：棒棒哒""), (""2025-05-27"", ""[薄荷] 环境：美 \n [服务铃] 服务：好 \n 性价比：适中 \n 口味：较好。已经是来了 3 次了，喜欢，还要介绍我的朋友们来体验。""), (""2025-05-27"", ""冷菜芭乐特别好吃 \n 爱吃芭乐别错过 \n 笋壳鱼也不错 \n 鸽子蛋雪绒羹也很清淡 \n 烤鸭不错 \n 五花肉偏甜口..."")]",北京西路1-2号(鼓楼公园西北门斜对面),"118.781156,32.058622",餐饮服务;中餐厅;中餐厅,,,4.8,11:00-14:00 17:00-21:00,"周一至周日 11:00-14:00,17:00-21:00",
双黄蛋煎饼(南京鼓楼医院店),14.0,4.0,4.1,4.1,4.1,411.0,停业,,,中山路321-4号(鼓楼地铁站1号口步行100米),"118.783854,32.057079",餐饮服务;餐饮相关场所;餐饮相关,,,4.1,,,
重庆鸡公煲(广州路店),48.0,3.9,3.9,3.7,3.7,41.0,"鸡公煲,火锅面,娃娃菜,无骨凤爪,鸭血,鹌鹑蛋","{""味道赞"": 10, ""口感赞"": 5, ""食材新鲜"": 5, ""肉嫩"": 5, ""性价比高"": 4, ""菜品不错"": 3, ""价格实惠"": 3, ""服务热情"": 3, ""早餐"": 3, ""午餐"": 3}","[(""2025-05-14"", ""一家主打鸡公煲的店铺，店铺位于广州路附近，地理位置方面还是挺不错的呢！\n 他家的招牌鸡公煲看起来还不错，点了一份尝尝看。等了一会儿，鸡公煲就端上桌了。看了一下，鸡公煲里面的鸡肉份量还挺足的，尝了一块鸡，鸡肉肉质还是挺嫩的，不是太柴。鸡公煲里面的鸡肉吃完以后，可以加点配菜，味道不错哦！下次路过的话，还会再来吃的呢！""), (""2025-05-14"", ""一家主打重庆鸡公煲的店铺，店铺不大，环境方面比较一般。晚上去的时候，店里就餐的人不多。\n 他家的招牌鸡公煲属于必点菜品，除此之外，还有排骨煲和其他的一些简餐等等。饭点过来的话，可以点个鸡公煲或者排骨煲，再加几份涮菜，就足够了哦 \n 他家的招牌鸡公煲口味还可以，鸡肉肉质吃起来还是挺细嫩的，还会再来光顾的一家店铺哦！""), (""2025-04-05"", ""今天天冷，突然想吃鸡公煲。搜了一下就来南大广州路上到这家店打卡。品种很丰富，可以吃蛙也可以吃鸡还有排骨。我们点了一个鸡公煲加排骨双拼，分量很足，上面单独加的油条煮了之后吸满了都是汤汁，特别入味。最后两个人都吃撑了，价格也很美丽，强烈推荐。"")]",海苑大厦北2门旁,"118.779062,32.049969",餐饮服务;中餐厅;四川菜(川菜),13390914082;15380214506,,4.2,,,
回味鸭血粉丝汤(广州路店),21.0,4.2,4.3,4.2,4.2,820.0,"鲜肉汤包,桂花酸梅,全福粉丝,酒酿赤豆元宵,盒装鸭血粉丝汤,辣椒炒肉套饭,葱油烧饼","{""肉类好"": 81, ""菜品健康"": 26, ""主食赞"": 19, ""上菜快"": 16, ""交通便利"": 11, ""不用排队"": 5, ""停车方便"": 3, ""约会圣地"": 3, ""朋友聚餐"": 3, ""店内消毒"": 2}","[(""2025-05-27"", ""还不错，挺好吃的，下次在来吃。""), (""2025-05-25"", ""鸭血粉丝汤的味道还是和之前一样的，南京老味道，非常喜欢，没吃过的非常建议来吃！""), (""2025-05-23"", ""服务态度非常好，环境非常干净，菜品非常美味。"")]",广州路39号一层,"118.779975,32.049930",餐饮服务;中餐厅;中餐厅,18651857774,,4.5,08:00-20:30,周一至周日 08:00-20:30,鸭血粉丝汤
安家桂花汤圆(中山路店),12.0,4.1,4.2,3.9,4.0,159.0,"桂花汤团,赤豆桂花元宵,烤鸭蛋,酥条肉松蒸饭,酥条烤肠蒸饭","{""味道赞"": 19, ""性价比高"": 13, ""价格实惠"": 9, ""主食赞"": 8, ""饮品赞"": 4, ""菜品健康"": 3, ""早餐"": 31, ""现做现卖"": 4, ""弄堂小店"": 4, ""约会圣地"": 1}","[(""2025-05-25"", ""珠江路这儿开了分店，路边搁两个桌子凳子就开始了生意自己也想开店了。两个小伙子忙的热火朝天的，我一般都是每种一半，但其实还是觉得黑芝麻汤圆很好吃，他家圆的豆沙，长的黑芝麻，小元宵味道也不错，一份不便宜，但是量也很足。可以打包带走，就是盒子要收一块""), (""2025-05-13"", ""1.11 06:53 在鼓楼医院看完急诊出来吃的 老好吃了 但那个时候肠胃炎吃不了太多哈 汤底最喜欢 就爱喝这种甜甜的带酒酿的味道""), (""2025-05-09"", ""我在工作日晚上去的，不需要排队，桂花汤圆真的很好吃，里面还有红豆芝麻，甜甜的很好吃。大的汤圆也还不错，但是感觉没有桂花汤圆吃起来让我感觉那么惊艳。价格也不贵，性价比挺高的。外地过来特意打卡的小汤圆的，推荐！"")]",中山路246号(珠江路地铁站3号口步行80米),"118.784356,32.052275",餐饮服务;中餐厅;中餐厅,13851814979,12.0,4.3,06:00-22:00,周一至周日 06:00-22:00,
鱼籽村秘制拌饭(南大店),28.0,3.8,3.7,3.8,3.8,277.0,"芝士鱼籽拌饭,经典原味鱼籽拌饭,肥牛鱼籽拌饭,微辣鱼籽拌饭,五花肉泡菜锅,超辣蒜香芝士鱼籽拌饭,小菜,秘制辣炒猪肉饭,炸酱鱼籽拌饭,无骨炸鸡","{""味道赞"": 45, ""性价比高"": 37, ""肉类好"": 23, ""主食赞"": 21, ""海鲜棒"": 15, ""菜品健康"": 8, ""分量足"": 8, ""上菜快"": 3, ""炸鸡"": 35, ""工作餐"": 5}","[(""2025-05-17"", ""果然没什么人的店不要轻易尝试 \n 点了两份饭，一份炸鸡，一份炸牛奶 \n 饭勉勉强强过得去，因为我们真的很饿了 \n 炸鸡牛奶一端上来我就看出来是预制了，真的很糟糕，是我吃过最难吃的炸鸡，炸牛奶不平整，一看就是解冻没有解冻好 \n 价格也不算便宜，真是要从味道上改进一下""), (""2025-04-27"", ""点过好几次了，肉沫的加入令原本普通的米饭和配菜变得更加惊艳，油麦菜的加入，吃起来的时候，会更加的清爽，海带丝的加入，感觉多了一丝风味，鱼籽的加入，令口感更加的浓郁，看起来是很普通的一个拌饭，但是尝起来味道确实很不错""), (""2025-04-08"", ""口味：「微辣鱼籽拌饭」很好吃❤\n [薄荷] 环境：干净。不错 \n [服务铃] 服务：不错 \n 性价比：不错👍"")]",湖南路街道广州路16号301商铺,"118.781943,32.050311",餐饮服务;中餐厅;中餐厅,18363188887,25.0,4.5,09:00-22:00,周一至周日 09:00-22:00,鱼籽
金陵红哥精菜馆(江苏科技大厦店),145.0,3.8,3.8,3.6,3.6,82.0,"梅干菜龙虾,十三香龙虾,蒜泥龙虾,清水龙虾,淮安软兜,鸡汤荠菜圆子,南乳龙虾,梅汁龙虾,咸蛋黄龙虾","{""味道赞"": 22, ""海鲜棒"": 14, ""环境很好"": 13, ""空间大"": 11, ""菜品不错"": 8, ""交通便利"": 3, ""分量足"": 3, ""有包间"": 27, ""请客"": 5, ""上菜慢"": 3}","[(""2025-05-14"", ""儿童医院附近的一家龙虾馆，店铺地理位置不错，在路边，很好找呢！\n 他家的招牌龙虾个头挺大的，口味也挺多的。有「梅干菜龙虾」「咸蛋黄龙虾」「蒜泥龙虾」「清水龙虾」「十三香龙虾」「香辣龙虾」等等，十三香龙虾和咸蛋黄龙虾吃起来口感都不错呢！""), (""2025-05-14"", ""江苏科技大厦那边的一家餐厅，靠近珠江路地铁口附近，地方很好找。\n 他家的招牌菜品就是他家的龙虾🦞啦！龙虾个头看起来还挺大的，口味选择也挺丰富的哦！「梅干菜龙虾」「十三香龙虾」「蒜泥龙虾」「清水龙虾」「香辣龙虾」「南乳龙虾」等等，感觉最好吃的口味还是十三香龙虾🦞哦！""), (""2025-05-05"", ""偶尔发现这家店，龙虾季到了，于是朋友聚会选择了这家店。广州路儿童医院对面，停车还算方便。\n [薄荷] 环境：一般般吧 \n [服务铃] 服务：还可以"")]",广州路37号江苏科技大厦1-2层,"118.780186,32.049904",餐饮服务;中餐厅;海鲜酒楼,025-83676677,183.0,4.4,11:00-13:00 17:00-02:00,周一至周日 11:00-13:00，17:00-02:00,
鸭血粉丝汤,23.0,3.5,3.4,3.6,3.5,92.0,"鸭血粉丝,小笼汤包,牛肉,素鸡面,鸭血锅巴,腰花","{""味道赞"": 9, ""服务热情"": 7}","[(""2025-04-09"", ""口味：口味还不错！鸭血粉丝汤挺鲜美的，锅巴吃起来有点像零食的感觉，灌汤包也可以，能爆汁 \n [薄荷] 环境：一般般吧！缺少维护整体比较老旧，毕竟是 11 年老店 \n [服务铃] 服务：还行 \n 性价比：还可以！价格不贵，丰俭由人～\n 推荐：鸭血粉丝 小笼汤包""), (""2025-02-21"", ""来南京旅游 看小红书📕来吃的 逛完先锋书店特意去的这家 不推荐特意来哈 环境跟沙县差不多 味道不如沙县 鸭血粉丝并没有吹的这么好吃哈 也有去景区里吃 虽然这家性价比高挺便宜 都是味道确实一般 老板娘很热情 服务的很好""), (""2024-12-09"", ""去了先锋书店在附近搜寻了一番，这家很近也很方便，店面清清爽爽老板娘也很和蔼，店里品种很多，我点了炒面朋友点了鸭血粉丝，完全不踩雷，炒面量很大也很实在配着我们买的烤鸭一绝，朋友的鸭血粉丝也说很好次配料很足汤底也很鲜粉丝滑溜溜的，辣椒油也很香，后来我俩吃完直接撑到不行，非常推荐附近的亲们来吃，是性价比和口味都在线的一家店👍"")]",广州路13213号,"118.777184,32.050370",餐饮服务;中餐厅;中餐厅,13701473046,22.0,4.2,10:00-22:00,周一至周日 10:00-22:00,鸭血粉丝汤
穆兰说兰州牛肉面,18.0,3.6,3.7,3.6,3.5,19.0,"爆款牛肉面,牛肉炒面,精品牛肉面,兰州甜胚子,新疆羊肉串","{""味道赞"": 6, ""菜品不错"": 4, ""主食赞"": 3}","[(""2025-05-26"", ""偶然发现的一家店，老板很热情，炒面分量非常足，在南京能吃这么地道的兰州风味真是太幸运啦！""), (""2025-01-14"", ""禁止吃店外食物请在门口张贴明显标语提示 OK？或者在点单时告知，而不是点完餐入座后等待上菜时告知，退都不能退。我尊重你们的清真习俗，但也请你们尊重下消费者，提前告知起码我可以选择不来。""), (""2024-12-15"", ""口味：口味还不错，料很多，拉面也劲道，整体感觉还不错！\n [薄荷] 环境：量贩式的厨房，看上去很干净！店面不大，感觉没有原来火了，估计是价格太高了！\n [服务铃] 服务：服务员老哥业务还不是很熟，会记错，可以看看南大门口拉面大哥的记忆力！\n 性价比：不高，现在兰州拉面太贵了！"")]",广州路39号(儿童医院对面),"118.779052,32.049862",餐饮服务;中餐厅;清真菜馆,13369317553;15851825068,21.0,4.2,09:00-21:00,周一至周日 09:00-21:00,
王家馄饨铺,12.0,3.8,3.8,3.7,3.7,86.0,"荠菜馄饨,鲜肉馄饨,萝卜丝馅饼,大肉面,猪肝面,大排面,小排面,腰花面,青椒干子面,皮肚肉丝面","{""味道赞"": 13, ""性价比高"": 8, ""服务热情"": 7, ""食材新鲜"": 5, ""肉类好"": 4, ""分量足"": 4, ""价格实惠"": 3, ""早餐"": 10, ""弄堂小店"": 7, ""空间小"": 10}","[(""2025-05-07"", ""年轻的时候旅游就是吃名气大的，现在变了，总想去居民区吃当地人日常吃的，我觉得那才是这个地方的味道。这家店门头不大，现包现煮的馄饨，皮薄馅大，肉馅鲜嫩多汁，咬一口满满都是诚意。汤底用骨汤慢炖，鲜香醇厚，搭配紫菜、虾皮和蛋皮，鲜味直接拉满。小份分量实在，大胃王选大份也能吃得超满足，老板手脚麻利又热情。价格亲民，性价比无敌，是治愈味蕾的不二之选！""), (""2025-05-04"", ""没想到这是一家宝藏小店，馄饨现包的，很新鲜，味道很好，价格便宜，性价比超赞 \n 推荐：鲜肉馄饨 荠菜馄饨""), (""2025-04-09"", ""珠江路地铁站出来的小吃店，不知道算是正牌的小马牛肉面否，但品相不错面条 Q 弹汤头鲜美。"")]",南京地铁北1门旁(珠江路地铁站3号口步行90米),"118.784506,32.052269",餐饮服务;中餐厅;中餐厅,15950474085,9.0,4.5,07:30-22:30,周一至周日 07:30-22:30,
西安特色面食(广州路),22.0,3.8,3.8,3.8,3.9,167.0,"岐山臊子面,牛肉油泼面,三鲜瓦罐面,青椒肉夹馍,素油泼面,羊肉泡馍,西红柿鸡蛋,干切牛肉炒面,腊汁肉瓦罐面,扬州炒饭","{""味道赞"": 21, ""服务热情"": 15, ""主食赞"": 6, ""分量足"": 4, ""肉夹馍"": 26, ""午餐"": 14, ""弄堂小店"": 10, ""羊肉"": 10, ""工作餐"": 5, ""店内消毒"": 1}","[(""2025-05-24"", ""好想吃瓦罐面，就想着母校旁边的小粉桥也很久没去了，趁出差拐到那边吃了一下。还是不错的。""), (""2025-05-12"", ""点的特色面条，味道还可以，有肉！老板娘很热情，我还借了手机充电器。""), (""2025-05-06"", ""口味：很好，但有点油腻 \n [薄荷] 环境：不错 \n [服务铃] 服务：不错 \n 性价比：划算❤[点赞]\n 我去了两次吃饭😉\n 推荐：岐山臊子面"")]",广州路小粉桥1-2号(珠江路地铁站出入口步行140米),"118.783252,32.050914",餐饮服务;中餐厅;特色/地方风味餐厅,13951678137;18005162818,20.0,4.1,08:00-21:00,周一至周日 08:00-21:00,"【抢,岐山臊子面,油泼面,肉夹馍"
