name,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
那古野日本料理,广州路208号南京古南都饭店4楼,"118.773434,32.051565",餐饮服务;外国餐厅;日本料理,,308,3.9,11:30-13:30 17:30-21:00,"周一至周日 11:30-13:30,17:30-21:00","生鱼片,烤鳗,炸天妇罗,寿司,西京烤鳕鱼,刺身七拼,烤三文鱼,北极贝,灌蒸松茸汤,清酒,什锦牛肉锅,刺身拼盘,铁板烧,象拔蚌刺身,冰极刺青龙,素面,日本料理"
俺村小院(唱经楼小区店),丹凤街唱经楼1-7号(珠江路地铁站3号口步行480米),"118.786704,32.053211",餐饮服务;中餐厅;中餐厅,025-83226683;15996370510,57,4.4,09:00-23:30,周一至周日 09:00-23:30,"香波里脊,美果炒西芹,干锅手抓骨,鲈鱼,锅巴"
老汪柴火馄饨(随园大厦店),华侨路街道广州路与上海路交叉口随园大厦一楼,"118.773659,32.051174",餐饮服务;中餐厅;中餐厅,15365158815,11,4.2,09:00-17:00,周一至周日 09:00-17:00,柴火馄饨
安庆馄饨,珠江路199号(新世界百货对面),"118.786430,32.052315",餐饮服务;中餐厅;中餐厅,13851497107,9,3.8,06:00-24:00,周一至周日 06:00-24:00,
汉堡王(南京江苏电视台),北京东路4号广电城二期商业项目二层206室,"118.785647,32.057758",餐饮服务;快餐厅;快餐厅,025-58705055;4008988788,61,4.6,07:00-22:00,周一至周日 07:00-22:00,"芝士酱薯条,至尊皇堡,辣鸡条,王道川蜀鸡翅,火炬冰淇淋,超大薯霸王,樱仑风情新地,蘑菇芝士皇堡,藤椒鸡汉堡套餐,洋葱圈布朗尼,水果新地,王道黑椒鸡腿,爆浆芝士鸡排堡,鲍汁烤大菇牛堡,炫辣鸡腿堡,鸡块,薯条,汉堡"
麦当劳(南京中山餐厅),珠江路4号南京中山大厦1层,"118.784748,32.050074",餐饮服务;快餐厅;麦当劳,025-83359770;4008517517,25,4.5,06:00-24:00,周一至周日 06:00-24:00,"麦当劳超值嗨餐,（2-3人餐）,家有金桶（脆鸡版）,安格斯系列,大脆鸡扒麦满分组合,人气美味尽享套餐,板烧美味三件套,原味板烧鸡腿麦满分组合,麦辣美味三件套,麦辣鸡腿堡,家有金桶（汉堡版）,可乐鸡翅,巨无霸汉堡,薯条,大鸡排,汉堡,鸡翅,巨无霸"
老头盖浇饭(同仁小学店),同仁西街16-7号(近土地局),"118.785986,32.051469",餐饮服务;中餐厅;中餐厅,025-57718177;13912995185;18112936182,22,4.4,10:00-21:00,周一至周日 10:00-21:00,"鱼香肉丝盖浇饭,老头盖浇饭,火锅肉盖浇饭,老头盖浇饭（招牌）,鱼香茄子,鲜肉虾仁大馄饨"
泽厨记抓饭(吉兆花园店),吉兆花园4号101室(珠江路地铁站3号口步行280米),"118.786440,32.052307",餐饮服务;中餐厅;清真菜馆,13921704025,31,4.8,10:30-21:00,周一至周日 10:30-21:00,"抓饭,羊肉"
老地方菜馆,同仁西街16号-4(珠江路地铁站3号口步行220米),"118.785990,32.051416",餐饮服务;中餐厅;中餐厅,18625171868,32,4.1,09:00-24:00,周一至周日 09:00-24:00,
三两三川渝冒肚(玄武店),中山路200号中山大厦(近珠江路地铁站),"118.784317,32.049694",餐饮服务;中餐厅;中餐厅,18951930086,,4.7,10:30-23:00,周一至周日 10:30-23:00,"冰粉,千层肚,毛肚"
韵味居湘菜馆(新世界百货珠江路创业大街店),同仁小学西门南70米(珠江路地铁站4号口步行240米),"118.785928,32.051302",餐饮服务;中餐厅;湖南菜(湘菜),025-83216579,34,4.5,09:30-14:00 16:30-21:30,"周一至周日 09:30-14:00,16:30-21:30","包浆豆腐,糖油粑粑"
朱鹭欧风咖喱专门店,北东瓜市与宁海路交叉口东80米,"118.772531,32.053695",餐饮服务;中餐厅;中餐厅,,,4,,,
蝉芳·家庭料理,北东瓜市6-2蝉芳,"118.772510,32.053827",餐饮服务;中餐厅;中餐厅,18114929760,,4.1,11:00-21:00,周一至周日 11:00-21:00,料理
翠香阁潮州菜馆(及及广场店),珠江路2-4号(珠江路地铁站1号口步行130米),"118.784320,32.049627",餐饮服务;中餐厅;潮州菜,025-83603108,97,4.5,07:00-14:00 16:30-21:30,"周一至周五 09:30-14:00,16:00-21:30；周六至周日 07:00-14:00,16:30-21:30","翠香虾饺皇,豉汁蒸凤爪,肠粉,秘制榴莲酥,蟹黄汤包,金牌叉烧酥,蛋挞,牛腩,干炒牛河,叉烧包,蒜香排骨,炒牛河,煎饺,鱼片粥,脆皮乳鸽,虾仁,皮蛋瘦肉粥,煲仔饭"
蓝雀小馆·市井老南京菜(及及广场店),及及广场(珠江路地铁站4号口步行150米),"118.784758,32.049951",餐饮服务;中餐厅;中餐厅,18001599167,,4.2,09:00-22:00,周一至周日 09:00-22:00,"大盘鸡,家常菜"
贺记大碗皮肚面(同仁西街店),同仁西街16-1号(珠江路地铁站4号口步行240米),"118.785996,32.051290",餐饮服务;餐饮相关场所;餐饮相关,13382019353,22,4.4,08:00-20:00,周一至周日 08:00-20:00,
便民菜馆(西街店),丹凤街唱经楼西街1-6号,"118.786823,32.053083",餐饮服务;中餐厅;中餐厅,15850658845,35,3.9,10:00-22:00,周一至周日 10:00-22:00,"肉丝鸡蛋炒饭,德国咸猪手,绿茶佛饼,酸菜鱼,香辣馋嘴牛蛙,鹌鹑蛋烧肉"
袁记云饺(及及广场店),珠江路2-4号,"118.784985,32.050094",餐饮服务;中餐厅;特色/地方风味餐厅,15391867572,,4.1,08:00-21:00,周一至周日 08:00-21:00,
花千醉拾季(鼓楼·荔枝广场店),北京东路4号鼓楼·荔枝广场F4层,"118.786078,32.057431",餐饮服务;餐饮相关场所;餐饮相关,,,4.1,10:30-21:00,周一至周日 10:30-21:00,
暖暖小馆(及及广场店),南京市及及广场2楼,"118.784696,32.049818",餐饮服务;餐饮相关场所;餐饮相关,19941500216,,4.7,11:00-14:00 16:30-21:30,"周一至周日 11:00-14:00,16:30-21:30","小炒黄牛肉,糖醋排骨,排骨,鸡肉,辣子鸡"
临榆炸鸡腿(江苏南京丹凤街店),新街口街道丹凤街73号110室-1,"118.786993,32.055257",餐饮服务;快餐厅;快餐厅,18018095204;4006586528,,4.3,,,炸鸡腿
梁记皮肚面,吉兆花园1号107室(珠江路地铁站3号口步行290米),"118.786660,32.052324",餐饮服务;快餐厅;快餐厅,15805170630,53,4.2,17:00-12:30,周一至周日 17:00-12:30,"皮肚面,炸串"
缇香阁菜馆(唱经楼店),唱经楼西街1-4号(近新街口派出所),"118.786905,32.052992",餐饮服务;中餐厅;中餐厅,13505143837;13913841323,20,4.4,08:30-02:00,周一至周日 08:30-02:00,"咸蛋黄烤鸭粥,蒙古馅饼,冬菇鸡腿粥,滑菇鸭舌粥,皮蛋瘦肉粥,料烧鸭炒饭,鱼汤面,酸菜鱼泡饭,虾仁粥,腊八粥,口蘑鱼酥粥,蛋黄贡丸粥,炒面,鱼香肉丝炒饭,火饺,烤鸭,牛肉炒饭,炒饭"
丹凤街杨国福麻辣烫店,丹凤街都司巷1号天创大厦,"118.787026,32.053553",餐饮服务;中餐厅;特色/地方风味餐厅,13739185252,,4.3,09:00-23:00,周一至周日 09:00-23:00,
膳当家黄焖鸡米饭(天创大厦店),丹凤街17号,"118.787037,32.053611",餐饮服务;中餐厅;中餐厅,15261830378;18021548884,19,4.8,10:00-21:00,周一至周日 10:00-21:00,"黄焖鸡米饭,黄焖鸡,鸡肉"
一哥卷饼(丹凤街店),丹凤街尖角营31号101室(金润发超市旁),"118.787049,32.055174",餐饮服务;餐饮相关场所;餐饮相关,18779803562;19851408183,13,4.5,08:00-22:00,周一至周日 08:00-22:00,
刘家大院·新派南京菜(天创大厦店),丹凤街17号二楼(好旺鸡中国炒鸡二层楼上),"118.787044,32.053545",餐饮服务;中餐厅;中餐厅,13951674448;19951797797,,4.8,10:00-14:00 16:00-21:00,"周一至周日 10:00-14:00,16:00-21:00","本帮红烧肉,红烧肉,特色菜,招牌牛肋骨,梅干菜蒸鲜鱿,堂灼新派毛血旺,冰镇龙虾,老妈菜护心肉,小米椒牛蛙,虾汤老豆腐,碧绿百合酿羊肚菌,芥味海底脆,新鲜南京熏鱼,有机大鱼头配米饭,芥末虾球,茶油草鸡焖鲍鱼,私房脆肉,黑松露山药煎虾球,家烧大鱼头,蒜蓉蒸鲜鱿,软兜长鱼捞饭,黑松露山药剪虾球,金陵素什锦,脆皮妙龄乳鸽,水晶肴肉,虾球,软兜长鱼,老豆腐"
绝味鸭脖(丹凤街店),丹凤街尖角营31号,"118.787047,32.055223",餐饮服务;餐饮相关场所;餐饮相关,13301592643,21,4.1,08:00-22:00,周一至周日 08:00-22:00,
插花牛肉汤馆(吉兆花园店),吉兆花园1号110号(珠江路地铁站3号口步行300米),"118.786713,32.052327",餐饮服务;中餐厅;中餐厅,15805586130;18712659877,23,4.5,08:30-24:00,周一至周日 08:30-24:00,插花牛肉汤
徐家鸭子店(丹凤街店),丹凤街17号-6(珠江路地铁站3号口步行490米),"118.787041,32.053462",餐饮服务;快餐厅;快餐厅,17714416517,,4.7,08:00-20:00,周一至周日 08:00-20:00,"鸭爪,鸭翅,盐水鸭,南京烤鸭,卤菜,烤鸭,鸭肉"
拾捌川·自贡爆炒(丹凤街店),丹凤街都司巷1号天创大厦F2层,"118.787068,32.053541",餐饮服务;中餐厅;中餐厅,18005145686;18255051614,,4.6,11:00-14:00 16:30-21:00,周一至周日 11:00-14:00，16:30-21:00,"鸡肉,盐帮菜"
好旺鸡中国炒鸡(丹凤街店),丹凤街都司巷1号天创大厦,"118.787068,32.053538",餐饮服务;中餐厅;中餐厅,13851845961,,4.4,,,
